epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_macro_roc_auc,epoch_seconds
1,0.7680357708122431,0.6592943654555029,1.3145225839200978,0.47377938517179025,0.41445748225409246,0.3430226632147974,0.8371020342921138,7.61721860000398
2,0.6070304411596346,0.7382833070036862,1.9076210214919789,0.31103074141048825,0.4652506914403234,0.31474365355898454,0.8205426715762174,7.569988100090995
3,0.5397735386223715,0.7761979989468141,0.9329137515957058,0.5587703435804702,0.6545272899964057,0.5590203984972957,0.8977087038248506,7.542525500059128
4,0.47864863141515873,0.8072669826224329,0.6936649517383541,0.7396021699819169,0.7231618718924584,0.6989057982955584,0.8712620664797887,7.5671860000584275
5,0.4516289016882202,0.817798841495524,2.1093319614921406,0.36528028933092227,0.5067725693213246,0.35579533063898294,0.8412361816750061,7.5920579000376165
6,0.4228966867942569,0.8130595050026329,1.9168655934000882,0.5045207956600362,0.6141112923433326,0.4559992574661729,0.9066447339386315,7.556500800070353
7,0.37372759689212537,0.8478146392838336,0.9290876596034328,0.6311030741410488,0.712750868732714,0.604150401579396,0.9213932021380691,7.6129640999715775
8,0.3364503780843836,0.865192206424434,0.5512173610720884,0.7576853526220615,0.7768625247527453,0.731836882722282,0.9431172773907431,7.577883200021461
9,0.340887867773502,0.8609794628751974,0.5308925912026686,0.786618444846293,0.8196307529865434,0.756833613095413,0.9517326425934959,7.561205999925733
10,0.2969850247050035,0.889942074776198,1.243950311801856,0.5497287522603979,0.6500780086518687,0.54996289048959,0.9217867676158663,7.571350699989125
11,0.30705728877400523,0.8894154818325435,0.6516226705965362,0.7540687160940326,0.808831524950949,0.7315783303658493,0.9512956228945401,7.549170999904163
12,0.2720993431603802,0.8973143759873617,1.1006440901808832,0.6473779385171791,0.7229207845476195,0.6346975611244963,0.9318563233414535,7.527958499966189
13,0.24937701118563652,0.9041600842548709,1.0021849968630625,0.6021699819168174,0.6913753161714299,0.6009090732922362,0.9407301447797641,7.539597199996933
14,0.2586361085069123,0.9052132701421801,0.4792202193741341,0.8264014466546112,0.8359733231018955,0.7982283129684834,0.9632849803615975,7.536574300029315
15,0.2250956148340741,0.9131121642969984,1.3002027400902338,0.5858951175406871,0.616506558000069,0.5535394269559505,0.9304780561953553,7.567446399945766
16,0.21873265760644225,0.9131121642969984,0.4898356196031001,0.8444846292947559,0.8763082511575527,0.8192472862771027,0.9602711857866316,7.5551278999773785
17,0.2189327446158275,0.9189046866771985,1.071614157792457,0.6781193490054249,0.745832871160862,0.6271601470315198,0.9698838671729896,7.567018400062807
18,0.22309047802144946,0.9215376513954713,1.8822275609856685,0.40687160940325495,0.5399853438290428,0.4173994405758281,0.925421690580258,7.577091100043617
19,0.208787840104938,0.9246972090573986,1.3273173015906559,0.5443037974683544,0.6458229912772143,0.5451099907353544,0.9469665189071145,7.595051200012676
20,0.1858345746774307,0.9289099526066351,0.38947467088268206,0.8679927667269439,0.8398661790974393,0.8337842684022342,0.9645449877354992,7.5218510000268
21,0.19130011261090157,0.9294365455502897,0.38826846949769617,0.864376130198915,0.8599831072173459,0.845382891100369,0.9701437799334484,7.514396599959582
22,0.1808887154938925,0.9357556608741443,0.8971745140486772,0.7215189873417721,0.7827695435311917,0.6852293980399974,0.9706512086073603,7.569851799984463
23,0.15872679241962845,0.9394418114797262,0.4526208326570811,0.840867992766727,0.7703428622689668,0.780447481168746,0.9443649883798191,7.455483500030823
24,0.19444337316159513,0.9331226961558715,0.8183766733812906,0.7359855334538878,0.794299458667234,0.7067451109041993,0.9677421044465945,7.51634119998198
25,0.15531486248486667,0.9347024749868352,0.43344833083437323,0.8589511754068716,0.8756846971512596,0.8319590746632105,0.9734838110174483,7.554702800000086
26,0.16908054407676187,0.9389152185360716,0.3723812178989862,0.8698010849909584,0.8754696733031603,0.8545180299346452,0.9809751486263041,7.519885900081135
27,0.15144307110233016,0.9436545550289626,0.5209914173755734,0.8553345388788427,0.8845346180818843,0.828300326824203,0.972599126137809,7.574449899955653
28,0.16193327298284896,0.9362822538177988,0.9719817466784613,0.6708860759493671,0.7444625676665958,0.6591748172746508,0.9561925235679158,7.591831200057641
29,0.15839191162080876,0.9362822538177988,0.5208726256823076,0.8227848101265823,0.8617769425336265,0.7947315616843257,0.9781386152285104,7.59002360003069
30,0.13044164101031658,0.9541864139020537,0.7470851450936219,0.7902350813743219,0.8366368815450441,0.7632785087719297,0.9696894051384118,7.608583999914117
31,0.16297375870228065,0.9373354397051079,0.5558353536518099,0.8390596745027125,0.8749320379169326,0.8129037435791098,0.9709466498151178,7.574755200068466
32,0.14275803132519213,0.9515534491837809,0.4120109906356115,0.8607594936708861,0.788510180219988,0.802080711469083,0.9603602849279643,7.574310999945737
33,0.12969795774164294,0.95260663507109,0.8008147520038416,0.7667269439421338,0.7978222736218622,0.7573891002888681,0.9739462981321937,7.588649700046517
34,0.12372096622457876,0.95260663507109,0.49159996878780143,0.8481012658227848,0.8700534665359855,0.8240107439442103,0.9787843110373814,7.543736899970099
35,0.12332903860179044,0.9520800421274355,0.33357993220981164,0.8734177215189873,0.8442984888627042,0.8391676571907225,0.9698789569091941,7.619618800003082
36,0.11779847310531322,0.9578725645076356,0.38698024425325517,0.8752260397830018,0.8310864174632702,0.835438596491228,0.966616210728052,7.592498899903148
37,0.12364788638283668,0.9531332280147446,0.4232713832750674,0.8716094032549728,0.8425492039420129,0.8422513747030153,0.9704573254702339,7.572566500050016
38,0.11217886561026631,0.9589257503949447,0.3279756941911756,0.8969258589511754,0.8710837323169782,0.8680821327148104,0.9746824037999383,7.5972713000373915
39,0.11469782176591836,0.9541864139020537,0.6021273877592943,0.8209764918625678,0.849930780201683,0.7912545711129503,0.9642162027487814,7.613259100005962
40,0.12065076815840318,0.9536598209583992,0.4035750751200033,0.8842676311030742,0.906991654225893,0.8612651871593014,0.9785235345355555,7.5335500000510365
41,0.09961826670100778,0.9620853080568721,1.176743959360057,0.6980108499095841,0.7654362574758292,0.6839066820500838,0.9584640307619791,7.6103084000060335
42,0.11675367257574974,0.956292785676672,0.48101756650327987,0.8734177215189873,0.85545912061762,0.852386467862194,0.9679504354238508,7.600821200059727
43,0.13917265451852118,0.9489204844655081,0.44438844508698605,0.8878842676311031,0.9070972720004704,0.8650568158843629,0.9751677387933264,7.598833400057629
44,0.08840366821341793,0.9652448657187994,0.4168816238884253,0.8860759493670886,0.8942050845639243,0.857585908007859,0.9720404552197613,7.606353500043042
45,0.08663699134454532,0.9684044233807267,0.413843207909249,0.8824593128390597,0.8967655200546485,0.8765582375967194,0.9821683638074484,7.607099700020626
46,0.1053456119945829,0.956292785676672,0.6006971623539709,0.8282097649186256,0.7549641869370967,0.7759141368209836,0.9507778432728964,7.581946599995717
47,0.14090178951252255,0.9499736703528173,0.39890774571173443,0.8933092224231465,0.8996065927311939,0.8704413216924003,0.9777863319453823,7.6116023999638855
48,0.10346091243430085,0.9620853080568721,0.5020241542175331,0.8499095840867993,0.8691544274304362,0.8204674785601896,0.9684384394944523,7.497010299935937
49,0.11647473117939858,0.9547130068457083,0.4913568813859015,0.8824593128390597,0.9026472329961445,0.8604913969629256,0.9777434738813874,7.587025500019081
50,0.10536753075131622,0.9599789362822538,0.3096735414056946,0.9150090415913201,0.9251921576756694,0.899533149131062,0.9830644872649598,7.558031699969433
